Date,Open
2013-09-05,71.464287
2013-09-06,71.205711
2013-09-09,72.142860
2013-09-10,72.314285
2013-09-11,66.715714
2013-09-12,66.928574
2013-09-13,67.048569
2013-09-16,65.857140
2013-09-17,63.994286
2013-09-18,66.168571
2013-09-19,67.242859
2013-09-20,68.285713
2013-09-23,70.871429
2013-09-24,70.697144
2013-09-25,69.885712
2013-09-26,69.428574
2013-09-27,69.111427
2013-09-30,68.178574
2013-10-01,68.349998
2013-10-02,69.375717
2013-10-03,70.072861
2013-10-04,69.122856
2013-10-07,69.508568
2013-10-08,69.991432
2013-10-09,69.234283
2013-10-10,70.188568
2013-10-11,69.570000
2013-10-14,69.975716
2013-10-15,71.072861
2013-10-16,71.541428
2013-10-17,71.425713
2013-10-18,72.284286
2013-10-21,73.110001
2013-10-22,75.201431
2013-10-23,74.142860
2013-10-24,75.000000
2013-10-25,75.902855
2013-10-28,75.577141
2013-10-29,76.610001
2013-10-30,74.230003
2013-10-31,75.000000
2013-11-01,74.860001
2013-11-04,74.442856
2013-11-05,74.940002
2013-11-06,74.878571
2013-11-07,74.225716
2013-11-08,73.511429
2013-11-11,74.284286
2013-11-12,73.952858
2013-11-13,74.000000
2013-11-14,74.687141
2013-11-15,75.225716
2013-11-18,74.998573
2013-11-19,74.147141
2013-11-20,74.175713
2013-11-21,73.942856
2013-11-22,74.217140
2013-11-25,74.431427
2013-11-26,74.874283
2013-11-27,76.615715
2013-11-29,78.497147
2013-12-02,79.714287
2013-12-03,79.757141
2013-12-04,80.785713
2013-12-05,81.807144
2013-12-06,80.827141
2013-12-09,80.128571
2013-12-10,80.511429
2013-12-11,81.000000
2013-12-12,80.305717
2013-12-13,80.407143
2013-12-16,79.288574
2013-12-17,79.401428
2013-12-18,78.528572
2013-12-19,78.500000
2013-12-20,77.918571
2013-12-23,81.142860
2013-12-24,81.412857
2013-12-26,81.157143
2013-12-27,80.545715
2013-12-30,79.637146
2013-12-31,79.167145
2014-01-02,79.382858
2014-01-03,78.980003
2014-01-06,76.778572
2014-01-07,77.760002
2014-01-08,76.972855
2014-01-09,78.114288
2014-01-10,77.118568
2014-01-13,75.701431
2014-01-14,76.888573
2014-01-15,79.074287
2014-01-16,79.271431
2014-01-17,78.782860
2014-01-21,77.284286
2014-01-22,78.701431
2014-01-23,78.562859
2014-01-24,79.142860
2014-01-27,78.581429
2014-01-28,72.680000
2014-01-29,71.992859
2014-01-30,71.791428
2014-01-31,70.739998
2014-02-03,71.801430
2014-02-04,72.264282
2014-02-05,72.365715
2014-02-06,72.865715
2014-02-07,74.482857
2014-02-10,74.094284
2014-02-11,75.801430
2014-02-12,76.707146
2014-02-13,76.379997
2014-02-14,77.495712
2014-02-18,78.000000
2014-02-19,77.821426
2014-02-20,76.141426
2014-02-21,76.112854
2014-02-24,74.735718
2014-02-25,75.625717
2014-02-26,74.801430
2014-02-27,73.877144
2014-02-28,75.582855
2014-03-03,74.774284
2014-03-04,75.857140
2014-03-05,75.845711
2014-03-06,76.112854
2014-03-07,75.870003
2014-03-10,75.480003
2014-03-11,76.492859
2014-03-12,76.358574
2014-03-13,76.777145
2014-03-14,75.541428
2014-03-17,75.385712
2014-03-18,75.128571
2014-03-19,76.037140
2014-03-20,75.698570
2014-03-21,75.989998
2014-03-24,76.917145
2014-03-25,77.357140
2014-03-26,78.074287
2014-03-27,77.145714
2014-03-28,76.902855
2014-03-31,77.032860
2014-04-01,76.822861
2014-04-02,77.482857
2014-04-03,77.341431
2014-04-04,77.115715
2014-04-07,75.431427
2014-04-08,75.027145
2014-04-09,74.662857
2014-04-10,75.811432
2014-04-11,74.142860
2014-04-14,74.557144
2014-04-15,74.324287
2014-04-16,74.007141
2014-04-17,74.285713
2014-04-21,75.048569
2014-04-22,75.472855
2014-04-23,75.580002
2014-04-24,81.172859
2014-04-25,80.647141
2014-04-28,81.828575
2014-04-29,84.820000
2014-04-30,84.662857
2014-05-01,84.571426
2014-05-02,84.620003
2014-05-05,84.305717
2014-05-06,85.971428
2014-05-07,85.035713
2014-05-08,84.035713
2014-05-09,83.505714
2014-05-12,83.927139
2014-05-13,84.571426
2014-05-14,84.632858
2014-05-15,84.957146
2014-05-16,84.089996
2014-05-19,85.407143
2014-05-20,86.358574
2014-05-21,86.261429
2014-05-22,86.657143
2014-05-23,86.750000
2014-05-27,87.982857
2014-05-28,89.431427
2014-05-29,89.692856
2014-05-30,91.139999
2014-06-02,90.565712
2014-06-03,89.779999
2014-06-04,91.062859
2014-06-05,92.314285
2014-06-06,92.842857
2014-06-09,92.699997
2014-06-10,94.730003
2014-06-11,94.129997
2014-06-12,94.040001
2014-06-13,92.199997
2014-06-16,91.510002
2014-06-17,92.309998
2014-06-18,92.269997
2014-06-19,92.290001
2014-06-20,91.849998
2014-06-23,91.320000
2014-06-24,90.750000
2014-06-25,90.209999
2014-06-26,90.370003
2014-06-27,90.820000
2014-06-30,92.099998
2014-07-01,93.519997
2014-07-02,93.870003
2014-07-03,93.669998
2014-07-07,94.139999
2014-07-08,96.269997
2014-07-09,95.440002
2014-07-10,93.760002
2014-07-11,95.360001
2014-07-14,95.860001
2014-07-15,96.800003
2014-07-16,96.970001
2014-07-17,95.029999
2014-07-18,93.620003
2014-07-21,94.989998
2014-07-22,94.680000
2014-07-23,95.419998
2014-07-24,97.040001
2014-07-25,96.849998
2014-07-28,97.820000
2014-07-29,99.330002
2014-07-30,98.440002
2014-07-31,97.160004
2014-08-01,94.900002
2014-08-04,96.370003
2014-08-05,95.360001
2014-08-06,94.750000
2014-08-07,94.930000
2014-08-08,94.260002
2014-08-11,95.269997
2014-08-12,96.040001
2014-08-13,96.150002
2014-08-14,97.330002
2014-08-15,97.900002
2014-08-18,98.489998
2014-08-19,99.410004
2014-08-20,100.440002
2014-08-21,100.570000
2014-08-22,100.290001
2014-08-25,101.790001
2014-08-26,101.419998
2014-08-27,101.019997
2014-08-28,101.589996
2014-08-29,102.860001
2014-09-02,103.059998
2014-09-03,103.099998
2014-09-04,98.849998
2014-09-05,98.800003
2014-09-08,99.300003
2014-09-09,99.080002
2014-09-10,98.010002
2014-09-11,100.410004
2014-09-12,101.209999
2014-09-15,102.809998
2014-09-16,99.800003
2014-09-17,101.269997
2014-09-18,101.930000
2014-09-19,102.290001
2014-09-22,101.800003
2014-09-23,100.599998
2014-09-24,102.160004
2014-09-25,100.510002
2014-09-26,98.529999
2014-09-29,98.650002
2014-09-30,100.809998
2014-10-01,100.589996
2014-10-02,99.269997
2014-10-03,99.440002
2014-10-06,99.949997
2014-10-07,99.430000
2014-10-08,98.760002
2014-10-09,101.540001
2014-10-10,100.690002
2014-10-13,101.330002
2014-10-14,100.389999
2014-10-15,97.970001
2014-10-16,95.550003
2014-10-17,97.500000
2014-10-20,98.320000
2014-10-21,103.019997
2014-10-22,102.839996
2014-10-23,104.080002
2014-10-24,105.180000
2014-10-27,104.849998
2014-10-28,105.400002
2014-10-29,106.650002
2014-10-30,106.959999
2014-10-31,108.010002
2014-11-03,108.220001
2014-11-04,109.360001
2014-11-05,109.099998
2014-11-06,108.599998
2014-11-07,108.750000
2014-11-10,109.019997
2014-11-11,108.699997
2014-11-12,109.379997
2014-11-13,111.800003
2014-11-14,113.150002
2014-11-17,114.269997
2014-11-18,113.940002
2014-11-19,115.440002
2014-11-20,114.910004
2014-11-21,117.510002
2014-11-24,116.849998
2014-11-25,119.070000
2014-11-26,117.940002
2014-11-28,119.269997
2014-12-01,118.809998
2014-12-02,113.500000
2014-12-03,115.750000
2014-12-04,115.769997
2014-12-05,115.989998
2014-12-08,114.099998
2014-12-09,110.190002
2014-12-10,114.410004
2014-12-11,112.260002
2014-12-12,110.459999
2014-12-15,110.699997
2014-12-16,106.370003
2014-12-17,107.120003
2014-12-18,111.870003
2014-12-19,112.260002
2014-12-22,112.160004
2014-12-23,113.230003
2014-12-24,112.580002
2014-12-26,112.099998
2014-12-29,113.790001
2014-12-30,113.639999
2014-12-31,112.820000
2015-01-02,111.389999
2015-01-05,108.290001
2015-01-06,106.540001
2015-01-07,107.199997
2015-01-08,109.230003
2015-01-09,112.669998
2015-01-12,112.599998
2015-01-13,111.430000
2015-01-14,109.040001
2015-01-15,110.000000
2015-01-16,107.029999
2015-01-20,107.839996
2015-01-21,108.949997
2015-01-22,110.260002
2015-01-23,112.300003
2015-01-26,113.739998
2015-01-27,112.419998
2015-01-28,117.629997
2015-01-29,116.320000
2015-01-30,118.400002
2015-02-02,118.050003
2015-02-03,118.500000
2015-02-04,118.500000
2015-02-05,120.019997
2015-02-06,120.019997
2015-02-09,118.550003
2015-02-10,120.169998
2015-02-11,122.769997
2015-02-12,126.059998
2015-02-13,127.279999
2015-02-17,127.489998
2015-02-18,127.629997
2015-02-19,128.479996
2015-02-20,128.619995
2015-02-23,130.020004
2015-02-24,132.940002
2015-02-25,131.559998
2015-02-26,128.789993
2015-02-27,130.000000
2015-03-02,129.250000
2015-03-03,128.960007
2015-03-04,129.100006
2015-03-05,128.580002
2015-03-06,128.399994
2015-03-09,127.959999
2015-03-10,126.410004
2015-03-11,124.750000
2015-03-12,122.309998
2015-03-13,124.400002
2015-03-16,123.879997
2015-03-17,125.900002
2015-03-18,127.000000
2015-03-19,128.750000
2015-03-20,128.250000
2015-03-23,127.120003
2015-03-24,127.230003
2015-03-25,126.540001
2015-03-26,122.760002
2015-03-27,124.570000
2015-03-30,124.050003
2015-03-31,126.089996
2015-04-01,124.820000
2015-04-02,125.029999
2015-04-06,124.470001
2015-04-07,127.639999
2015-04-08,125.849998
2015-04-09,125.849998
2015-04-10,125.949997
2015-04-13,128.369995
2015-04-14,127.000000
2015-04-15,126.410004
2015-04-16,126.279999
2015-04-17,125.550003
2015-04-20,125.570000
2015-04-21,128.100006
2015-04-22,126.989998
2015-04-23,128.300003
2015-04-24,130.490005
2015-04-27,132.309998
2015-04-28,134.460007
2015-04-29,130.160004
2015-04-30,128.639999
2015-05-01,126.099998
2015-05-04,129.500000
2015-05-05,128.149994
2015-05-06,126.559998
2015-05-07,124.769997
2015-05-08,126.680000
2015-05-11,127.389999
2015-05-12,125.599998
2015-05-13,126.150002
2015-05-14,127.410004
2015-05-15,129.070007
2015-05-18,128.380005
2015-05-19,130.690002
2015-05-20,130.000000
2015-05-21,130.070007
2015-05-22,131.600006
2015-05-26,132.600006
2015-05-27,130.339996
2015-05-28,131.860001
2015-05-29,131.229996
2015-06-01,130.279999
2015-06-02,129.860001
2015-06-03,130.660004
2015-06-04,129.580002
2015-06-05,129.500000
2015-06-08,128.899994
2015-06-09,126.699997
2015-06-10,127.919998
2015-06-11,129.179993
2015-06-12,128.190002
2015-06-15,126.099998
2015-06-16,127.029999
2015-06-17,127.720001
2015-06-18,127.230003
2015-06-19,127.709999
2015-06-22,127.489998
2015-06-23,127.480003
2015-06-24,127.209999
2015-06-25,128.860001
2015-06-26,127.669998
2015-06-29,125.459999
2015-06-30,125.570000
2015-07-01,126.900002
2015-07-02,126.430000
2015-07-06,124.940002
2015-07-07,125.889999
2015-07-08,124.480003
2015-07-09,123.849998
2015-07-10,121.940002
2015-07-13,125.029999
2015-07-14,126.040001
2015-07-15,125.720001
2015-07-16,127.739998
2015-07-17,129.080002
2015-07-20,130.970001
2015-07-21,132.850006
2015-07-22,121.989998
2015-07-23,126.199997
2015-07-24,125.320000
2015-07-27,123.089996
2015-07-28,123.379997
2015-07-29,123.150002
2015-07-30,122.320000
2015-07-31,122.599998
2015-08-03,121.500000
2015-08-04,117.419998
2015-08-05,112.949997
2015-08-06,115.970001
2015-08-07,114.580002
2015-08-10,116.529999
2015-08-11,117.809998
2015-08-12,112.529999
2015-08-13,116.040001
2015-08-14,114.320000
2015-08-17,116.040001
2015-08-18,116.430000
2015-08-19,116.099998
2015-08-20,114.080002
2015-08-21,110.430000
2015-08-24,94.870003
2015-08-25,111.110001
2015-08-26,107.089996
2015-08-27,112.230003
2015-08-28,112.169998
2015-08-31,112.029999
2015-09-01,110.150002
2015-09-02,110.230003
2015-09-03,112.489998
2015-09-04,108.970001
2015-09-08,111.750000
2015-09-09,113.760002
2015-09-10,110.269997
2015-09-11,111.790001
2015-09-14,116.580002
2015-09-15,115.930000
2015-09-16,116.250000
2015-09-17,115.660004
2015-09-18,112.209999
2015-09-21,113.669998
2015-09-22,113.379997
2015-09-23,113.629997
2015-09-24,113.250000
2015-09-25,116.440002
2015-09-28,113.849998
2015-09-29,112.830002
2015-09-30,110.169998
2015-10-01,109.070000
2015-10-02,108.010002
2015-10-05,109.879997
2015-10-06,110.629997
2015-10-07,111.739998
2015-10-08,110.190002
2015-10-09,110.000000
2015-10-12,112.730003
2015-10-13,110.820000
2015-10-14,111.290001
2015-10-15,110.930000
2015-10-16,111.779999
2015-10-19,110.800003
2015-10-20,111.339996
2015-10-21,114.000000
2015-10-22,114.330002
2015-10-23,116.699997
2015-10-26,118.080002
2015-10-27,115.400002
2015-10-28,116.930000
2015-10-29,118.699997
2015-10-30,120.989998
2015-11-02,120.800003
2015-11-03,120.790001
2015-11-04,123.129997
2015-11-05,121.849998
2015-11-06,121.110001
2015-11-09,120.959999
2015-11-10,116.900002
2015-11-11,116.370003
2015-11-12,116.260002
2015-11-13,115.199997
2015-11-16,111.379997
2015-11-17,114.919998
2015-11-18,115.760002
2015-11-19,117.639999
2015-11-20,119.199997
2015-11-23,119.269997
2015-11-24,117.330002
2015-11-25,119.209999
2015-11-27,118.290001
2015-11-30,117.989998
2015-12-01,118.750000
2015-12-02,117.339996
2015-12-03,116.550003
2015-12-04,115.290001
2015-12-07,118.980003
2015-12-08,117.519997
2015-12-09,117.639999
2015-12-10,116.040001
2015-12-11,115.190002
2015-12-14,112.180000
2015-12-15,111.940002
2015-12-16,111.070000
2015-12-17,112.019997
2015-12-18,108.910004
2015-12-21,107.279999
2015-12-22,107.400002
2015-12-23,107.269997
2015-12-24,109.000000
2015-12-28,107.589996
2015-12-29,106.959999
2015-12-30,108.580002
2015-12-31,107.010002
2016-01-04,102.610001
2016-01-05,105.750000
2016-01-06,100.559998
2016-01-07,98.680000
2016-01-08,98.550003
2016-01-11,98.970001
2016-01-12,100.550003
2016-01-13,100.320000
2016-01-14,97.959999
2016-01-15,96.199997
2016-01-19,98.410004
2016-01-20,95.099998
2016-01-21,97.059998
2016-01-22,98.629997
2016-01-25,101.519997
2016-01-26,99.930000
2016-01-27,96.040001
2016-01-28,93.790001
2016-01-29,94.790001
2016-02-01,96.470001
2016-02-02,95.419998
2016-02-03,95.000000
2016-02-04,95.860001
2016-02-05,96.519997
2016-02-08,93.129997
2016-02-09,94.290001
2016-02-10,95.919998
2016-02-11,93.790001
2016-02-12,94.190002
2016-02-16,95.019997
2016-02-17,96.669998
2016-02-18,98.839996
2016-02-19,96.000000
2016-02-22,96.309998
2016-02-23,96.400002
2016-02-24,93.980003
2016-02-25,96.050003
2016-02-26,97.199997
2016-02-29,96.860001
2016-03-01,97.650002
2016-03-02,100.510002
2016-03-03,100.580002
2016-03-04,102.370003
2016-03-07,102.389999
2016-03-08,100.779999
2016-03-09,101.309998
2016-03-10,101.410004
2016-03-11,102.239998
2016-03-14,101.910004
2016-03-15,103.959999
2016-03-16,104.610001
2016-03-17,105.519997
2016-03-18,106.339996
2016-03-21,105.930000
2016-03-22,105.250000
2016-03-23,106.480003
2016-03-24,105.470001
2016-03-28,106.000000
2016-03-29,104.889999
2016-03-30,108.650002
2016-03-31,109.720001
2016-04-01,108.779999
2016-04-04,110.419998
2016-04-05,109.510002
2016-04-06,110.230003
2016-04-07,109.949997
2016-04-08,108.910004
2016-04-11,108.970001
2016-04-12,109.339996
2016-04-13,110.800003
2016-04-14,111.620003
2016-04-15,112.110001
2016-04-18,108.889999
2016-04-19,107.879997
2016-04-20,106.639999
2016-04-21,106.930000
2016-04-22,105.010002
2016-04-25,105.000000
2016-04-26,103.910004
2016-04-27,96.000000
2016-04-28,97.610001
2016-04-29,93.989998
2016-05-02,93.970001
2016-05-03,94.199997
2016-05-04,95.199997
2016-05-05,94.000000
2016-05-06,93.370003
2016-05-09,93.000000
2016-05-10,93.330002
2016-05-11,93.480003
2016-05-12,92.720001
2016-05-13,90.000000
2016-05-16,92.389999
2016-05-17,94.550003
2016-05-18,94.160004
2016-05-19,94.639999
2016-05-20,94.639999
2016-05-23,95.870003
2016-05-24,97.220001
2016-05-25,98.669998
2016-05-26,99.680000
2016-05-27,99.440002
2016-05-31,99.599998
2016-06-01,99.019997
2016-06-02,97.599998
2016-06-03,97.790001
2016-06-06,97.989998
2016-06-07,99.250000
2016-06-08,99.019997
2016-06-09,98.500000
2016-06-10,98.529999
2016-06-13,98.690002
2016-06-14,97.320000
2016-06-15,97.820000
2016-06-16,96.449997
2016-06-17,96.620003
2016-06-20,96.000000
2016-06-21,94.940002
2016-06-22,96.250000
2016-06-23,95.940002
2016-06-24,92.910004
2016-06-27,93.000000
2016-06-28,92.900002
2016-06-29,93.970001
2016-06-30,94.440002
2016-07-01,95.489998
2016-07-05,95.389999
2016-07-06,94.599998
2016-07-07,95.699997
2016-07-08,96.489998
2016-07-11,96.750000
2016-07-12,97.169998
2016-07-13,97.410004
2016-07-14,97.389999
2016-07-15,98.919998
2016-07-18,98.699997
2016-07-19,99.559998
2016-07-20,100.000000
2016-07-21,99.830002
2016-07-22,99.260002
2016-07-25,98.250000
2016-07-26,96.820000
2016-07-27,104.269997
2016-07-28,102.830002
2016-07-29,104.190002
2016-08-01,104.410004
2016-08-02,106.050003
2016-08-03,104.809998
2016-08-04,105.580002
2016-08-05,106.269997
2016-08-08,107.519997
2016-08-09,108.230003
2016-08-10,108.709999
2016-08-11,108.519997
2016-08-12,107.779999
2016-08-15,108.139999
2016-08-16,109.629997
2016-08-17,109.099998
2016-08-18,109.230003
2016-08-19,108.769997
2016-08-22,108.860001
2016-08-23,108.589996
2016-08-24,108.570000
2016-08-25,107.389999
2016-08-26,107.410004
2016-08-29,106.620003
2016-08-30,105.800003
2016-08-31,105.660004
2016-09-01,106.139999
2016-09-02,107.699997
2016-09-06,107.900002
2016-09-07,107.830002
2016-09-08,107.250000
2016-09-09,104.639999
2016-09-12,102.650002
2016-09-13,107.510002
2016-09-14,108.730003
2016-09-15,113.860001
2016-09-16,115.120003
2016-09-19,115.190002
2016-09-20,113.050003
2016-09-21,113.849998
2016-09-22,114.349998
2016-09-23,114.419998
2016-09-26,111.639999
2016-09-27,113.000000
2016-09-28,113.690002
2016-09-29,113.160004
2016-09-30,112.459999
2016-10-03,112.709999
2016-10-04,113.059998
2016-10-05,113.400002
2016-10-06,113.699997
2016-10-07,114.309998
2016-10-10,115.019997
2016-10-11,117.699997
2016-10-12,117.349998
2016-10-13,116.790001
2016-10-14,117.879997
2016-10-17,117.330002
2016-10-18,118.180000
2016-10-19,117.250000
2016-10-20,116.860001
2016-10-21,116.809998
2016-10-24,117.099998
2016-10-25,117.949997
2016-10-26,114.309998
2016-10-27,115.389999
2016-10-28,113.870003
2016-10-31,113.650002
2016-11-01,113.459999
2016-11-02,111.400002
2016-11-03,110.980003
2016-11-04,108.529999
2016-11-07,110.080002
2016-11-08,110.309998
2016-11-09,109.879997
2016-11-10,111.089996
2016-11-11,107.120003
2016-11-14,107.709999
2016-11-15,106.570000
2016-11-16,106.699997
2016-11-17,109.809998
2016-11-18,109.720001
2016-11-21,110.120003
2016-11-22,111.949997
2016-11-23,111.360001
2016-11-25,111.129997
2016-11-28,111.430000
2016-11-29,110.779999
2016-11-30,111.599998
2016-12-01,110.370003
2016-12-02,109.169998
2016-12-05,110.000000
2016-12-06,109.500000
2016-12-07,109.260002
2016-12-08,110.860001
2016-12-09,112.309998
2016-12-12,113.290001
2016-12-13,113.839996
2016-12-14,115.040001
2016-12-15,115.379997
2016-12-16,116.470001
2016-12-19,115.800003
2016-12-20,116.739998
2016-12-21,116.800003
2016-12-22,116.349998
2016-12-23,115.589996
2016-12-27,116.519997
2016-12-28,117.519997
2016-12-29,116.449997
2016-12-30,116.650002
2017-01-03,115.800003
2017-01-04,115.849998
2017-01-05,115.919998
2017-01-06,116.779999
2017-01-09,117.949997
2017-01-10,118.769997
2017-01-11,118.739998
2017-01-12,118.900002
2017-01-13,119.110001
2017-01-17,118.339996
2017-01-18,120.000000
2017-01-19,119.400002
2017-01-20,120.449997
2017-01-23,120.000000
2017-01-24,119.550003
2017-01-25,120.419998
2017-01-26,121.669998
2017-01-27,122.139999
2017-01-30,120.930000
2017-01-31,121.150002
2017-02-01,127.029999
2017-02-02,127.980003
2017-02-03,128.309998
2017-02-06,129.130005
2017-02-07,130.539993
2017-02-08,131.350006
2017-02-09,131.649994
2017-02-10,132.460007
2017-02-13,133.080002
2017-02-14,133.470001
2017-02-15,135.520004
2017-02-16,135.669998
2017-02-17,135.100006
2017-02-21,136.229996
2017-02-22,136.429993
2017-02-23,137.380005
2017-02-24,135.910004
2017-02-27,137.139999
2017-02-28,137.080002
2017-03-01,137.889999
2017-03-02,140.000000
2017-03-03,138.779999
2017-03-06,139.369995
2017-03-07,139.059998
2017-03-08,138.949997
2017-03-09,138.740005
2017-03-10,139.250000
2017-03-13,138.850006
2017-03-14,139.300003
2017-03-15,139.410004
2017-03-16,140.720001
2017-03-17,141.000000
2017-03-20,140.399994
2017-03-21,142.110001
2017-03-22,139.850006
2017-03-23,141.259995
2017-03-24,141.500000
2017-03-27,139.389999
2017-03-28,140.910004
2017-03-29,143.679993
2017-03-30,144.190002
2017-03-31,143.720001
2017-04-03,143.710007
2017-04-04,143.250000
2017-04-05,144.220001
2017-04-06,144.289993
2017-04-07,143.729996
2017-04-10,143.600006
2017-04-11,142.940002
2017-04-12,141.600006
2017-04-13,141.910004
2017-04-17,141.479996
2017-04-18,141.410004
2017-04-19,141.880005
2017-04-20,141.220001
2017-04-21,142.440002
2017-04-24,143.500000
2017-04-25,143.910004
2017-04-26,144.470001
2017-04-27,143.919998
2017-04-28,144.089996
2017-05-01,145.100006
2017-05-02,147.539993
2017-05-03,145.589996
2017-05-04,146.520004
2017-05-05,146.759995
2017-05-08,149.029999
2017-05-09,153.869995
2017-05-10,153.630005
2017-05-11,152.449997
2017-05-12,154.699997
2017-05-15,156.009995
2017-05-16,155.940002
2017-05-17,153.600006
2017-05-18,151.270004
2017-05-19,153.380005
2017-05-22,154.000000
2017-05-23,154.899994
2017-05-24,153.839996
2017-05-25,153.729996
2017-05-26,154.000000
2017-05-30,153.419998
2017-05-31,153.970001
2017-06-01,153.169998
2017-06-02,153.580002
2017-06-05,154.339996
2017-06-06,153.899994
2017-06-07,155.020004
2017-06-08,155.250000
2017-06-09,155.190002
2017-06-12,145.740005
2017-06-13,147.160004
2017-06-14,147.500000
2017-06-15,143.320007
2017-06-16,143.779999
2017-06-19,143.660004
2017-06-20,146.869995
2017-06-21,145.520004
2017-06-22,145.770004
2017-06-23,145.130005
2017-06-26,147.169998
2017-06-27,145.009995
2017-06-28,144.490005
2017-06-29,144.710007
2017-06-30,144.449997
2017-07-03,144.880005
2017-07-05,143.690002
2017-07-06,143.020004
2017-07-07,142.899994
2017-07-10,144.110001
2017-07-11,144.729996
2017-07-12,145.869995
2017-07-13,145.500000
2017-07-14,147.970001
2017-07-17,148.820007
2017-07-18,149.199997
2017-07-19,150.479996
2017-07-20,151.500000
2017-07-21,149.990005
2017-07-24,150.580002
2017-07-25,151.800003
2017-07-26,153.350006
2017-07-27,153.750000
2017-07-28,149.889999
2017-07-31,149.899994
2017-08-01,149.100006
2017-08-02,159.279999
2017-08-03,157.050003
2017-08-04,156.070007
2017-08-07,157.059998
2017-08-08,158.600006
2017-08-09,159.259995
2017-08-10,159.899994
2017-08-11,156.600006
2017-08-14,159.320007
2017-08-15,160.660004
2017-08-16,161.940002
